id,location,recorded_at,created_at,source,additional,exclusion_flags,das_tenant
09bbc02a-02b2-409e-9f16-bcb2f8789da9,SRID=4326;POINT (-6.757413 8.159800000000001),2023-12-05 02:01:25+00:00,2023-12-08 00:04:03.721702+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 26.5}",0,elephants-ci.pamdas.org
9c564b93-42af-4d02-a25d-3af56b5bad3e,SRID=4326;POINT (-6.730033 8.124921000000001),2023-12-05 04:01:56+00:00,2023-12-08 00:04:03.722693+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 19.5}",0,elephants-ci.pamdas.org
810ff6b5-6e0f-43f4-b8c5-79438c0680e8,SRID=4326;POINT (-6.728445 8.069302),2023-12-04 04:01:20+00:00,2023-12-05 20:02:20.674618+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 27.5}",0,elephants-ci.pamdas.org
7ed39740-f2cd-4bf0-8d2c-a97f5d39b6fc,SRID=4326;POINT (-6.7163 8.010337),2023-12-04 02:01:36+00:00,2023-12-05 20:02:20.550876+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 33.5}",0,elephants-ci.pamdas.org
b03b5beb-d850-4bc0-a0f9-9f28a575ab36,SRID=4326;POINT (-6.712233 8.144233),2023-12-05 00:00:37+00:00,2023-12-05 20:02:21.901249+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 9.5}",0,elephants-ci.pamdas.org
162129a1-87da-4bda-bdb2-989e706f7177,SRID=4326;POINT (-6.711568 8.05823),2023-12-04 06:01:07+00:00,2023-12-05 20:02:20.813916+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 13.5}",0,elephants-ci.pamdas.org
10b899bc-7220-4bb0-a12f-4fd1db64ce83,SRID=4326;POINT (-6.699262 8.096489),2023-12-04 20:01:02+00:00,2023-12-05 20:02:21.585707+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 9.5}",0,elephants-ci.pamdas.org
2370b674-f9e7-49b1-8c0e-0568d425f63f,SRID=4326;POINT (-6.69585 8.111219999999999),2023-12-04 22:00:40+00:00,2023-12-05 20:02:21.709890+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 8.5}",0,elephants-ci.pamdas.org
e1cc1582-19d4-45e2-83f3-1f8062980fcf,SRID=4326;POINT (-6.694928 7.990102),2023-12-04 00:00:51+00:00,2023-12-05 20:02:20.443453+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 7.5}",0,elephants-ci.pamdas.org
ac233536-b45a-403d-8636-e612b4657b2a,SRID=4326;POINT (-6.694649 8.046911),2023-12-04 12:01:02+00:00,2023-12-05 20:02:21.124540+00:00,715235A (telonics-collars),"{'frequency': 150.9, 'horizontal_error': 11.5}",0,elephants-ci.pamdas.org
